2011,01,14,1000000.0
2011,01,18,508785.0
2011,01,19,985600.0
2011,01,20,605320.0
2011,01,21,604160.0
2011,01,24,620200.0
2011,01,25,627240.0
2011,01,26,625680.0
2011,01,27,625800.0
2011,01,28,618560.0
2011,01,31,1229760.0
2011,02,01,1246520.0
2011,02,02,1246480.0
2011,02,03,1245510.0
2011,02,04,1028540.0
2011,02,07,932810.0
2011,02,08,946220.0
2011,02,09,940540.0
2011,02,10,935800.0
2011,02,11,1044100.0
2011,02,14,1264830.0
2011,02,15,1259350.0
2011,02,16,1261580.0
2011,02,17,1265900.0
2011,02,18,1273080.0
2011,02,22,1241930.0
2011,02,23,1236120.0
2011,02,24,1235940.0
2011,02,25,1243040.0
2011,02,28,1244840.0
2011,03,01,1224760.0
2011,03,02,281124.0
2011,03,03,286956.0
2011,03,04,284058.0
2011,03,07,280728.0
2011,03,08,284850.0
2011,03,09,291132.0
2011,03,10,284400.0
2011,03,11,285120.0
2011,03,14,283284.0
2011,03,15,279126.0
2011,03,16,268560.0
2011,03,17,270630.0
2011,03,18,273636.0
2011,03,21,276768.0
2011,03,22,277344.0
2011,03,23,280026.0
2011,03,24,280926.0
2011,03,25,284670.0
2011,03,28,283248.0
2011,03,29,285912.0
2011,03,30,287172.0
2011,03,31,286236.0
2011,04,01,288342.0
2011,04,04,288306.0
2011,04,05,287856.0
2011,04,06,287946.0
2011,04,07,288540.0
2011,04,08,287964.0
2011,04,11,287784.0
2011,04,12,286560.0
2011,04,13,287784.0
2011,04,14,289566.0
2011,04,15,291744.0
2011,04,18,291276.0
2011,04,19,290322.0
2011,04,20,289188.0
2011,04,21,295380.0
2011,04,25,294318.0
2011,04,26,295758.0
2011,04,27,299052.0
2011,04,28,299772.0
2011,04,29,299412.0
2011,05,02,302166.0
2011,05,03,303444.0
2011,05,04,299484.0
2011,05,05,295704.0
2011,05,06,297774.0
2011,05,09,298152.0
2011,05,10,300402.0
2011,05,11,298854.0
2011,05,12,303678.0
2011,05,13,299592.0
2011,05,16,297720.0
2011,05,17,300618.0
2011,05,18,300510.0
2011,05,19,300780.0
2011,05,20,300024.0
2011,05,23,1021542.0
2011,05,24,543015.0
2011,05,25,542256.0
2011,05,26,540408.0
2011,05,27,541431.0
2011,05,31,546051.0
2011,06,01,538395.0
2011,06,02,1014513.0
2011,06,03,0.0
2011,06,06,0.0
2011,06,07,0.0
2011,06,08,0.0
2011,06,09,0.0
2011,06,10,1014513.0
2011,06,13,390240.0
2011,06,14,397224.0
2011,06,15,390420.0
2011,06,16,388524.0
2011,06,17,382668.0
2011,06,20,376765.0
2011,06,21,388693.0
2011,06,22,385476.0
2011,06,23,395772.0
2011,06,24,389940.0
2011,06,27,396744.0
2011,06,28,400596.0
2011,06,29,399132.0
2011,06,30,401076.0
2011,07,01,410148.0
2011,07,05,417528.0
2011,07,06,420312.0
2011,07,07,426804.0
2011,07,08,429804.0
2011,07,11,422988.0
2011,07,12,422688.0
2011,07,13,427788.0
2011,07,14,427488.0
2011,07,15,436032.0
2011,07,18,446640.0
2011,07,19,450288.0
2011,07,20,462300.0
2011,07,21,462756.0
2011,07,22,469944.0
2011,07,25,476160.0
2011,07,26,482028.0
2011,07,27,469093.0
2011,07,28,468168.0
2011,07,29,466572.0
2011,08,01,474060.0
2011,08,02,464700.0
2011,08,03,469068.0
2011,08,04,450912.0
2011,08,05,446424.0
2011,08,08,422040.0
2011,08,09,1071993.0
2011,08,10,464764.0
2011,08,11,1071001.0
2011,08,12,450456.0
2011,08,15,458124.0
2011,08,16,454620.0
2011,08,17,454572.0
2011,08,18,437388.0
2011,08,19,425412.0
2011,08,22,425904.0
2011,08,23,446400.0
2011,08,24,449484.0
2011,08,25,446544.0
2011,08,26,458328.0
2011,08,29,465960.0
2011,08,30,465984.0
2011,08,31,459816.0
2011,09,01,455280.0
2011,09,02,446940.0
2011,09,06,453744.0
2011,09,07,458748.0
2011,09,08,459000.0
2011,09,09,451044.0
2011,09,12,453984.0
2011,09,13,459576.0
2011,09,14,465168.0
2011,09,15,469536.0
2011,09,16,478548.0
2011,09,19,491844.0
2011,09,20,494016.0
2011,09,21,492456.0
2011,09,22,480120.0
2011,09,23,483084.0
2011,09,26,481740.0
2011,09,27,477060.0
2011,09,28,474372.0
2011,09,29,466680.0
2011,09,30,455628.0
2011,10,03,447600.0
2011,10,04,445093.0
2011,10,05,451956.0
2011,10,06,450912.0
2011,10,07,441865.0
2011,10,10,464580.0
2011,10,11,478296.0
2011,10,12,480565.0
2011,10,13,488016.0
2011,10,14,504240.0
2011,10,17,501828.0
2011,10,18,504516.0
2011,10,19,476304.0
2011,10,20,472344.0
2011,10,21,469428.0
2011,10,24,484848.0
2011,10,25,475284.0
2011,10,26,478668.0
2011,10,27,483552.0
2011,10,28,483865.0
2011,10,31,483660.0
2011,11,01,473772.0
2011,11,02,474852.0
2011,11,03,481620.0
