2009,10,27,LMT,Sell,100
2008,12,16,LO,Buy,100
2008,12,23,LO,Sell,100
2009,05,11,LOW,Buy,100
2009,05,18,LOW,Sell,100
2009,11,24,LTD,Buy,100
2009,12,02,LTD,Sell,100
2008,04,22,LUV,Buy,100
2008,04,29,LUV,Sell,100
2008,04,22,MAT,Buy,100
2008,04,29,MAT,Sell,100
2009,04,30,MCD,Buy,100
2009,05,07,MCD,Sell,100
2009,07,23,MCD,Buy,100
2009,07,30,MCD,Sell,100
2009,05,11,MCHP,Buy,100
2009,05,18,MCHP,Sell,100
2009,07,30,MCO,Buy,100
2009,08,06,MCO,Sell,100
2009,09,21,MCO,Buy,100
2009,09,28,MCO,Sell,100
2008,05,05,MKC,Buy,100
2008,05,12,MKC,Sell,100
2009,07,31,MKC,Buy,100
2009,08,07,MKC,Sell,100
2009,08,06,MKC,Buy,100
2009,08,13,MKC,Sell,100
2008,04,28,MMM,Buy,100
2008,05,05,MMM,Sell,100
2008,04,16,MNST,Buy,100
2008,04,23,MNST,Sell,100
2009,05,29,MNST,Buy,100
2009,06,05,MNST,Sell,100
2009,06,05,MNST,Buy,100
2009,06,12,MNST,Sell,100
2008,04,29,MO,Buy,100
2008,05,06,MO,Sell,100
2008,08,06,MOLX,Buy,100
2008,08,13,MOLX,Sell,100
2008,04,29,MON,Buy,100
2008,05,06,MON,Sell,100
2009,09,10,MON,Buy,100
2009,09,17,MON,Sell,100
2008,08,11,MOS,Buy,100
2008,08,18,MOS,Sell,100
2009,08,28,MOS,Buy,100
2009,09,04,MOS,Sell,100
2008,04,29,MRK,Buy,100
2008,05,06,MRK,Sell,100
2009,10,16,MSI,Buy,100
2009,10,23,MSI,Sell,100
2009,04,30,MYL,Buy,100
2009,05,07,MYL,Sell,100
2009,09,11,NEE,Buy,100
2009,09,18,NEE,Sell,100
2008,08,05,NEM,Buy,100
2008,08,12,NEM,Sell,100
2008,08,11,NEM,Buy,100
2008,08,18,NEM,Sell,100
2009,04,16,NEM,Buy,100
2009,04,23,NEM,Sell,100
2009,12,21,NEM,Buy,100
2009,12,29,NEM,Sell,100
2008,04,22,NFLX,Buy,100
2008,04,29,NFLX,Sell,100
2009,05,07,NFLX,Buy,100
2009,05,14,NFLX,Sell,100
2009,05,12,NKE,Buy,100
2009,05,19,NKE,Sell,100
2009,08,20,NTAP,Buy,100
2009,08,27,NTAP,Sell,100
2009,08,28,NTRS,Buy,100
2009,09,04,NTRS,Sell,100
2008,02,25,NU,Buy,100
2008,03,03,NU,Sell,100
2009,04,14,NU,Buy,100
2009,04,21,NU,Sell,100
2009,05,08,NVDA,Buy,100
2009,05,15,NVDA,Sell,100
2008,04,24,NWL,Buy,100
2008,05,01,NWL,Sell,100
2008,04,28,NWL,Buy,100
2008,05,05,NWL,Sell,100
2008,05,01,OI,Buy,100
2008,05,08,OI,Sell,100
2008,08,08,OKE,Buy,100
2008,08,15,OKE,Sell,100
2008,08,15,OKE,Buy,100
2008,08,22,OKE,Sell,100
2009,05,07,ORCL,Buy,100
2009,05,14,ORCL,Sell,100
2009,05,08,ORLY,Buy,100
2009,05,15,ORLY,Sell,100
2009,08,06,ORLY,Buy,100
2009,08,13,ORLY,Sell,100
2009,09,11,ORLY,Buy,100
2009,09,18,ORLY,Sell,100
2009,04,17,PBCT,Buy,100
2009,04,24,PBCT,Sell,100
2009,05,07,PBI,Buy,100
2009,05,14,PBI,Sell,100
2009,06,03,PCS,Buy,100
2009,06,10,PCS,Sell,100
2009,07,30,PCS,Buy,100
2009,08,06,PCS,Sell,100
2009,08,06,PCS,Buy,100
2009,08,13,PCS,Sell,100
2008,04,21,PEP,Buy,100
2008,04,28,PEP,Sell,100
2008,04,22,PFE,Buy,100
2008,04,29,PFE,Sell,100
2009,06,09,PFE,Buy,100
2009,06,16,PFE,Sell,100
2008,04,17,PG,Buy,100
2008,04,24,PG,Sell,100
2009,08,06,PG,Buy,100
2009,08,13,PG,Sell,100
2009,12,21,PG,Buy,100
2009,12,29,PG,Sell,100
2009,08,28,PM,Buy,100
2009,09,04,PM,Sell,100
2009,07,24,PNC,Buy,100
2009,07,31,PNC,Sell,100
2008,04,29,PNW,Buy,100
2008,05,06,PNW,Sell,100
2009,08,04,PPL,Buy,100
2009,08,11,PPL,Sell,100
2008,05,06,PRGO,Buy,100
2008,05,13,PRGO,Sell,100
2009,01,06,PRGO,Buy,100
2009,01,13,PRGO,Sell,100
2009,06,09,PRGO,Buy,100
2009,06,16,PRGO,Sell,100
2009,08,07,PRGO,Buy,100
2009,08,14,PRGO,Sell,100
2009,01,06,RAI,Buy,100
2009,01,13,RAI,Sell,100
2009,06,10,RAI,Buy,100
2009,06,17,RAI,Sell,100
2008,04,29,RDC,Buy,100
2008,05,06,RDC,Sell,100
2008,05,01,RDC,Buy,100
2008,05,08,RDC,Sell,100
2008,05,19,RF,Buy,100
2008,05,27,RF,Sell,100
2009,07,21,RF,Buy,100
2009,07,28,RF,Sell,100
2009,05,07,ROST,Buy,100
2009,05,14,ROST,Sell,100
2009,10,09,ROST,Buy,100
2009,10,16,ROST,Sell,100
2008,08,06,S,Buy,100
2008,08,13,S,Sell,100
2009,07,29,S,Buy,100
2009,08,05,S,Sell,100
2009,10,13,S,Buy,100
2009,10,20,S,Sell,100
2008,04,24,SBUX,Buy,100
2008,05,01,SBUX,Sell,100
2008,08,12,SE,Buy,100
2008,08,19,SE,Sell,100
2008,05,02,SEE,Buy,100
2008,05,09,SEE,Sell,100
2008,04,21,SHLD,Buy,100
2008,04,28,SHLD,Sell,100
2009,09,10,SHW,Buy,100
2009,09,17,SHW,Sell,100
2008,04,29,SIAL,Buy,100
2008,05,06,SIAL,Sell,100
2008,05,02,SIAL,Buy,100
2008,05,09,SIAL,Sell,100
2009,12,21,SIAL,Buy,100
2009,12,29,SIAL,Sell,100
2009,05,12,SNDK,Buy,100
2009,05,19,SNDK,Sell,100
2009,04,29,SRCL,Buy,100
2009,05,06,SRCL,Sell,100
2009,10,20,STI,Buy,100
2009,10,27,STI,Sell,100
2008,05,02,STJ,Buy,100
2008,05,09,STJ,Sell,100
2008,08,14,STJ,Buy,100
2008,08,21,STJ,Sell,100
2009,04,30,STJ,Buy,100
2009,05,07,STJ,Sell,100
2009,07,22,STJ,Buy,100
2009,07,29,STJ,Sell,100
2009,10,20,STT,Buy,100
2009,10,27,STT,Sell,100
2008,04,16,STX,Buy,100
2008,04,23,STX,Sell,100
2009,03,27,STZ,Buy,100
2009,04,03,STZ,Sell,100
2009,12,16,STZ,Buy,100
2009,12,23,STZ,Sell,100
2008,04,28,SUN,Buy,100
2008,05,05,SUN,Sell,100
2008,04,16,SWY,Buy,100
2008,04,23,SWY,Sell,100
2009,07,23,SWY,Buy,100
2009,07,30,SWY,Sell,100
2008,05,05,SYK,Buy,100
2008,05,12,SYK,Sell,100
2009,05,07,SYMC,Buy,100
2009,05,14,SYMC,Sell,100
2009,10,09,T,Buy,100
2009,10,16,T,Sell,100
2008,08,05,TAP,Buy,100
2008,08,12,TAP,Sell,100
2009,12,14,TAP,Buy,100
2009,12,21,TAP,Sell,100
2008,04,01,TDC,Buy,100
2008,04,08,TDC,Sell,100
2009,04,13,TDC,Buy,100
2009,04,20,TDC,Sell,100
2008,11,04,THC,Buy,100
2008,11,11,THC,Sell,100
2009,05,07,TRV,Buy,100
2009,05,14,TRV,Sell,100
2009,07,20,TSN,Buy,100
2009,07,27,TSN,Sell,100
2009,06,03,TSO,Buy,100
2009,06,10,TSO,Sell,100
2009,04,29,TSS,Buy,100
2009,05,06,TSS,Sell,100
2009,09,17,TXN,Buy,100
2009,09,24,TXN,Sell,100
2009,06,08,UNH,Buy,100
2009,06,15,UNH,Sell,100
2008,05,16,URBN,Buy,100
2008,05,23,URBN,Sell,100
2009,12,16,USB,Buy,100
2009,12,23,USB,Sell,100
2009,04,29,VFC,Buy,100
2009,05,06,VFC,Sell,100
